"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"INAVA1",1.96659437891106e-17,0.395107402760325,0.447,0.567,3.93318875782212e-14,"15","INAVA"
"CXADR2",4.13901051764633e-17,0.28380340239359,0.528,0.693,8.27802103529267e-14,"15","CXADR"
"HIST1H2AC4",1.28663966318051e-16,0.568521293952941,0.759,0.836,2.57327932636102e-13,"15","HIST1H2AC"
"KCNK14",1.75273156140857e-15,0.282983530417183,0.733,0.802,3.50546312281714e-12,"15","KCNK1"
"SGPP24",2.80740903983768e-15,0.289320442895948,0.735,0.788,5.61481807967536e-12,"15","SGPP2"
"EGLN33",2.89921619330182e-15,0.431398640032485,0.697,0.806,5.79843238660363e-12,"15","EGLN3"
"BCAS12",1.28864893446069e-14,0.384152323823641,0.641,0.701,2.57729786892139e-11,"15","BCAS1"
"ENC12",2.9907868057375e-14,0.256813736671223,0.474,0.577,5.98157361147501e-11,"15","ENC1"
"APOL13",3.46378897953642e-13,0.490906687240745,0.685,0.712,6.92757795907285e-10,"15","APOL1"
"JAG14",3.70842863818616e-13,0.327819169968432,0.709,0.779,7.41685727637232e-10,"15","JAG1"
"MYEOV2",9.0370452405616e-13,0.34646652377611,0.509,0.633,1.80740904811232e-09,"15","MYEOV"
"JUP4",8.14546267861399e-12,0.438530717337014,0.667,0.738,1.6290925357228e-08,"15","JUP"
"CD556",6.46648984212955e-09,0.292754263273262,0.834,0.877,1.29329796842591e-05,"15","CD55"
"EFNB23",1.05432089045595e-08,0.283093631548228,0.592,0.592,2.10864178091189e-05,"15","EFNB2"
"SGMS23",1.69475101156248e-08,0.295567329260776,0.692,0.729,3.38950202312496e-05,"15","SGMS2"
"NDRG13",8.77086384631615e-08,0.425351471461602,0.798,0.857,0.000175417276926323,"15","NDRG1"
"PARD6B4",3.12135548017279e-07,0.418671731312115,0.619,0.665,0.000624271096034558,"15","PARD6B"
"MUC17",3.6981301267799e-07,0.275024003835753,0.512,0.474,0.000739626025355979,"15","MUC17"
"RNF1283",8.65337256024135e-07,0.262036950081513,0.66,0.677,0.00173067451204827,"15","RNF128"
"MYH144",2.38338773440642e-06,0.501198029403558,0.589,0.677,0.00476677546881284,"15","MYH14"
"HSPG23",9.60798691311842e-06,0.385515534278812,0.624,0.701,0.0192159738262368,"15","HSPG2"
"FERMT12",6.09100799504501e-05,0.256243784880524,0.493,0.548,0.1218201599009,"15","FERMT1"
"ONECUT3",0.000172488292205944,0.359806703882363,0.459,0.342,0.344976584411889,"15","ONECUT3"
"OCLN4",0.00158922409133491,0.342597293708424,0.572,0.694,1,"15","OCLN"
"RHPN23",0.00356325406566036,0.363325303596503,0.632,0.731,1,"15","RHPN2"
"KRT185",0,1.3854195342702,0.995,0.776,0,"16","KRT18"
"PCLAF1",0,1.37437060468083,0.934,0.704,0,"16","PCLAF"
"KRT85",0,1.33568645400029,0.998,0.825,0,"16","KRT8"
"DCBLD24",0,1.3125900338664,0.994,0.892,0,"16","DCBLD2"
"GSTP15",0,1.24643146719522,1,0.897,0,"16","GSTP1"
"S100A105",0,1.24415863314446,1,0.973,0,"16","S100A10"
"DUT2",0,1.23831733986293,0.977,0.691,0,"16","DUT"
"MUCL34",0,1.17644583778506,0.976,0.84,0,"16","MUCL3"
"ITGA65",0,1.16737082504129,0.997,0.852,0,"16","ITGA6"
"KRT75",0,1.16604498256817,0.996,0.816,0,"16","KRT7"
"OCIAD24",0,1.11344276670986,0.997,0.795,0,"16","OCIAD2"
"S100A44",0,1.09924597732783,0.998,0.93,0,"16","S100A4"
"KRT195",0,1.09498765489248,1,0.876,0,"16","KRT19"
"PHLDA25",0,1.0735656629464,0.993,0.885,0,"16","PHLDA2"
"PCNA1",0,1.02397337007025,0.898,0.484,0,"16","PCNA"
"HELLS1",0,1.02079918920195,0.9,0.61,0,"16","HELLS"
"TSPAN85",0,1.01577357559886,0.993,0.808,0,"16","TSPAN8"
"TM4SF17",0,1.01463500870839,1,0.933,0,"16","TM4SF1"
"CKS1B4",0,1.01317598241615,0.982,0.746,0,"16","CKS1B"
"S100A164",0,1.00895039474419,0.997,0.866,0,"16","S100A16"
"LY6D4",0,0.993029891818518,0.99,0.908,0,"16","LY6D"
"SERPINA35",0,0.977422994210413,0.994,0.917,0,"16","SERPINA3"
"MDK5",0,0.973529397831036,0.996,0.848,0,"16","MDK"
"IFI275",0,0.971465259263278,0.999,0.921,0,"16","IFI27"
"LAMA35",0,0.969431451862884,0.992,0.86,0,"16","LAMA3"
"S100A65",0,0.962259246321721,1,0.978,0,"16","S100A6"
"CEACAM65",0,0.962028003592628,0.993,0.898,0,"16","CEACAM6"
"CTSE5",0,0.93730007216464,0.97,0.756,0,"16","CTSE"
"AGR25",0,0.932959895740957,0.985,0.762,0,"16","AGR2"
"TYMS1",0,0.927451853327134,0.88,0.582,0,"16","TYMS"
"MMP74",0,0.926779182869708,0.981,0.8,0,"16","MMP7"
"CXCL54",0,0.914697245739872,0.97,0.838,0,"16","CXCL5"
"ANXA45",0,0.886638788235816,0.992,0.783,0,"16","ANXA4"
"DSG25",0,0.878966489218905,0.998,0.929,0,"16","DSG2"
"SFN4",0,0.873093285820717,0.971,0.794,0,"16","SFN"
"SPINT26",0,0.867903938551764,0.998,0.861,0,"16","SPINT2"
"C19orf335",0,0.859301525398161,0.998,0.881,0,"16","C19orf33"
"LGALS45",0,0.846993027141765,0.981,0.752,0,"16","LGALS4"
"TK11",0,0.844596715666313,0.887,0.692,0,"16","TK1"
"ATAD21",0,0.840543288308323,0.906,0.655,0,"16","ATAD2"
"TNFRSF6B4",0,0.821606786099209,0.97,0.787,0,"16","TNFRSF6B"
"TMEM2654",0,0.816830181441665,0.991,0.817,0,"16","TMEM265"
"HMGA13",0,0.816433803555485,0.96,0.738,0,"16","HMGA1"
"MAL26",0,0.813198083783502,0.994,0.86,0,"16","MAL2"
"COL17A15",0,0.812231639143283,0.994,0.902,0,"16","COL17A1"
"CENPX2",0,0.80693707970617,0.926,0.645,0,"16","CENPX"
"NQO15",0,0.80660148234932,0.973,0.727,0,"16","NQO1"
"RRM21",0,0.803437397377634,0.804,0.559,0,"16","RRM2"
"JPT15",0,0.802351051149095,0.997,0.87,0,"16","JPT1"
"SYT86",0,0.793363427342799,0.989,0.881,0,"16","SYT8"
"S100A144",0,0.785311959525374,0.995,0.893,0,"16","S100A14"
"FXYD35",0,0.783338868122065,0.997,0.871,0,"16","FXYD3"
"C12orf754",0,0.776960165291742,0.976,0.775,0,"16","C12orf75"
"CRABP24",0,0.774662758405855,0.987,0.875,0,"16","CRABP2"
"MGST14",0,0.772444774889984,0.965,0.817,0,"16","MGST1"
"TESC5",0,0.768750100158167,0.978,0.758,0,"16","TESC"
"GPX24",0,0.753441065422141,0.962,0.797,0,"16","GPX2"
"ECT21",0,0.75114999943499,0.973,0.704,0,"16","ECT2"
"CAV26",0,0.748997502081994,0.981,0.817,0,"16","CAV2"
"MUC18",0,0.746227221253068,0.988,0.779,0,"16","MUC1"
"PMEPA16",0,0.745937215807154,0.982,0.795,0,"16","PMEPA1"
"HMGCS15",0,0.738391173924384,0.983,0.846,0,"16","HMGCS1"
"SMIM225",0,0.738253026338393,0.975,0.778,0,"16","SMIM22"
"LAMB35",0,0.736627461873371,0.996,0.925,0,"16","LAMB3"
"TSPAN16",0,0.731933988887194,0.982,0.78,0,"16","TSPAN1"
"MET5",0,0.727373603960611,0.99,0.846,0,"16","MET"
"KRT174",0,0.726245818981407,0.975,0.875,0,"16","KRT17"
"PLAAT45",0,0.72335202616416,0.987,0.781,0,"16","PLAAT4"
"MSMO16",0,0.720155635230495,0.987,0.838,0,"16","MSMO1"
"CENPK1",0,0.712599979453194,0.876,0.615,0,"16","CENPK"
"ITGB65",0,0.710939690604029,0.982,0.834,0,"16","ITGB6"
"CYP51A14",0,0.708108344633301,0.977,0.811,0,"16","CYP51A1"
"TMEM1414",0,0.704761771307904,0.986,0.731,0,"16","TMEM141"
"ITGB45",0,0.702937752127202,0.949,0.75,0,"16","ITGB4"
"PERP6",0,0.702047227820478,0.992,0.823,0,"16","PERP"
"F34",0,0.701853593025412,0.988,0.822,0,"16","F3"
"S100P5",0,0.700306409898748,0.997,0.905,0,"16","S100P"
"CDK11",0,0.699723883255093,0.918,0.631,0,"16","CDK1"
"CENPU1",0,0.695258535630631,0.885,0.593,0,"16","CENPU"
"DHFR1",0,0.690762856948076,0.818,0.492,0,"16","DHFR"
"TUBA1B2",0,0.681904165553022,0.971,0.781,0,"16","TUBA1B"
"CDKN2A5",0,0.677248058279444,0.99,0.857,0,"16","CDKN2A"
"UBE2T1",0,0.676510449315167,0.838,0.533,0,"16","UBE2T"
"CLTB4",0,0.67648012769361,0.982,0.773,0,"16","CLTB"
"CAV13",0,0.676375864705744,0.979,0.879,0,"16","CAV1"
"IGFBP64",0,0.665847872095263,0.987,0.868,0,"16","IGFBP6"
"KLK105",0,0.665668183614369,0.955,0.818,0,"16","KLK10"
"FDPS3",0,0.664730343555799,0.955,0.7,0,"16","FDPS"
"WDR341",0,0.65909850715075,0.891,0.592,0,"16","WDR34"
"NMU3",0,0.657670355139741,0.966,0.763,0,"16","NMU"
"MSLN4",0,0.653319720101854,0.951,0.713,0,"16","MSLN"
"MCM3",0,0.647982963840106,0.842,0.457,0,"16","MCM3"
"SMC41",0,0.647599463261678,0.941,0.753,0,"16","SMC4"
"PRC11",0,0.6460185082304,0.948,0.724,0,"16","PRC1"
"MMP284",0,0.642585585615457,0.983,0.869,0,"16","MMP28"
"TMEM2385",0,0.642584727363688,0.961,0.695,0,"16","TMEM238"
"CKB5",0,0.641482511334095,0.982,0.794,0,"16","CKB"
"H2AFZ2",0,0.641278510260196,0.977,0.811,0,"16","H2AFZ"
"MUC5B5",0,0.639158130864425,0.967,0.804,0,"16","MUC5B"
"DKK12",0,0.63628556418655,0.864,0.669,0,"16","DKK1"
"SDC15",0,0.633252041332005,0.969,0.837,0,"16","SDC1"
"CCND15",0,0.626634443310699,0.935,0.731,0,"16","CCND1"
"SDC46",0,0.619187168410522,0.992,0.872,0,"16","SDC4"
"ABHD17C5",0,0.61896875213502,0.987,0.854,0,"16","ABHD17C"
"CYSTM15",0,0.617110995396226,0.982,0.826,0,"16","CYSTM1"
"ORC61",0,0.614935335444068,0.822,0.656,0,"16","ORC6"
"MCM4",0,0.613486406673055,0.813,0.505,0,"16","MCM4"
"TNFRSF12A6",0,0.611487599291874,0.948,0.757,0,"16","TNFRSF12A"
"LAMC25",0,0.611238398048318,0.985,0.88,0,"16","LAMC2"
"ANLN1",0,0.609724994906293,0.895,0.605,0,"16","ANLN"
"STMN11",0,0.60802109771634,0.899,0.649,0,"16","STMN1"
"ATP1B15",0,0.591835143943487,0.989,0.832,0,"16","ATP1B1"
"KLK64",0,0.590743342524938,0.904,0.726,0,"16","KLK6"
"SLPI5",0,0.590217503439255,0.993,0.888,0,"16","SLPI"
"CLSPN",0,0.589853043690657,0.808,0.627,0,"16","CLSPN"
"GGCT1",0,0.588124419905252,0.853,0.553,0,"16","GGCT"
"GPRC5A5",0,0.581807202530403,0.969,0.83,0,"16","GPRC5A"
"DSP5",0,0.57487552439319,0.961,0.8,0,"16","DSP"
"SFTA24",0,0.574836998596413,0.942,0.795,0,"16","SFTA2"
"LAD16",0,0.573605352461154,0.959,0.835,0,"16","LAD1"
"PLAAT34",0,0.572477413572344,0.959,0.8,0,"16","PLAAT3"
"ZWINT1",0,0.57024620906784,0.813,0.553,0,"16","ZWINT"
"KRT6A2",0,0.569459115663849,0.976,0.889,0,"16","KRT6A"
"ARL146",0,0.568395633408777,0.954,0.817,0,"16","ARL14"
"UACA5",0,0.564740647057315,0.978,0.823,0,"16","UACA"
"DSG34",0,0.561928791096035,0.982,0.908,0,"16","DSG3"
"CAMK2N16",0,0.559681018593697,0.963,0.767,0,"16","CAMK2N1"
"KLK114",0,0.559333635737538,0.972,0.851,0,"16","KLK11"
"FAT16",0,0.55270539025436,0.971,0.818,0,"16","FAT1"
"RAB255",0,0.552574212856434,0.939,0.735,0,"16","RAB25"
"CDH16",0,0.55128239811383,0.967,0.799,0,"16","CDH1"
"CLDN76",0,0.548359501884089,0.967,0.792,0,"16","CLDN7"
"ANXA35",0,0.545894169193737,0.931,0.703,0,"16","ANXA3"
"MCM7",0,0.539478347710506,0.812,0.476,0,"16","MCM7"
"ALDH1A14",0,0.537111449944557,0.957,0.808,0,"16","ALDH1A1"
"FAM111B",0,0.535031429984477,0.73,0.592,0,"16","FAM111B"
"CTNNAL12",0,0.535012063501222,0.923,0.822,0,"16","CTNNAL1"
"FANCI1",0,0.534051646801071,0.825,0.602,0,"16","FANCI"
"RHOD4",0,0.529151979901075,0.958,0.768,0,"16","RHOD"
"JUP5",0,0.526734574086261,0.956,0.733,0,"16","JUP"
"ADIRF3",0,0.525844260215464,0.908,0.747,0,"16","ADIRF"
"TMEM106C1",0,0.524162544512752,0.849,0.64,0,"16","TMEM106C"
"GINS2",0,0.522547085024541,0.774,0.519,0,"16","GINS2"
"KRT6B3",0,0.516916559337603,0.978,0.91,0,"16","KRT6B"
"SLC6A145",0,0.515966503397133,0.984,0.895,0,"16","SLC6A14"
"MCM2",0,0.515792612534385,0.781,0.529,0,"16","MCM2"
"TUBB3",0,0.514264094329632,0.958,0.756,0,"16","TUBB"
"AC008397.14",0,0.513299703987034,0.911,0.715,0,"16","AC008397.1"
"PLS16",0,0.513062283723546,0.968,0.774,0,"16","PLS1"
"RAD51AP11",0,0.507958552018573,0.815,0.619,0,"16","RAD51AP1"
"DTL",0,0.506164211264461,0.749,0.572,0,"16","DTL"
"DEFB14",0,0.503364663163948,0.98,0.829,0,"16","DEFB1"
"UHRF1",0,0.502526744148747,0.732,0.478,0,"16","UHRF1"
"DSC25",0,0.501449706444135,0.99,0.887,0,"16","DSC2"
"NUDT8",0,0.500828829166252,0.82,0.586,0,"16","NUDT8"
"IL1R23",0,0.499124908224228,0.953,0.736,0,"16","IL1R2"
"DTYMK1",0,0.497976867161765,0.858,0.54,0,"16","DTYMK"
"E2F1",0,0.497193565716089,0.753,0.441,0,"16","E2F1"
"GCNT35",0,0.496369952025966,0.963,0.775,0,"16","GCNT3"
"DIAPH31",0,0.496126462555305,0.91,0.664,0,"16","DIAPH3"
"TMEM97",0,0.495100823717606,0.816,0.542,0,"16","TMEM97"
"KLK84",0,0.494412981238283,0.923,0.765,0,"16","KLK8"
"LINC011335",0,0.49365120977806,0.933,0.756,0,"16","LINC01133"
"CDC6",0,0.493504810502639,0.78,0.485,0,"16","CDC6"
"AGR35",0,0.492419245280167,0.954,0.804,0,"16","AGR3"
"HPGD2",0,0.491037638269174,0.912,0.714,0,"16","HPGD"
"PLEK23",0,0.48512243380481,0.888,0.707,0,"16","PLEK2"
"EEF1A24",0,0.4849331376992,0.938,0.797,0,"16","EEF1A2"
"MCM6",0,0.484828821422612,0.781,0.528,0,"16","MCM6"
"FGF23",0,0.484592242656241,0.98,0.824,0,"16","FGF2"
"TMPRSS45",0,0.483335810504852,0.951,0.832,0,"16","TMPRSS4"
"SLCO1B34",0,0.482080555515202,0.979,0.907,0,"16","SLCO1B3"
"SQLE4",0,0.47923148942668,0.966,0.791,0,"16","SQLE"
"NME12",0,0.476632173765862,0.869,0.574,0,"16","NME1"
"KRTCAP35",0,0.475777614432387,0.912,0.644,0,"16","KRTCAP3"
"RRM11",0,0.473802804586676,0.821,0.617,0,"16","RRM1"
"CRIP26",0,0.470094731349318,0.972,0.78,0,"16","CRIP2"
"CLDN16",0,0.467781368375764,0.983,0.883,0,"16","CLDN1"
"CMBL5",0,0.467300857830962,0.912,0.721,0,"16","CMBL"
"BRCA11",0,0.467155771870636,0.732,0.467,0,"16","BRCA1"
"LMO75",0,0.464533053159454,0.993,0.889,0,"16","LMO7"
"KLF56",0,0.463513807521383,0.937,0.708,0,"16","KLF5"
"ANO13",0,0.461581226058553,0.92,0.772,0,"16","ANO1"
"MAD2L11",0,0.45992723031859,0.827,0.603,0,"16","MAD2L1"
"SLURP24",0,0.453333809354136,0.958,0.85,0,"16","SLURP2"
"GOLM16",0,0.449093649160178,0.963,0.788,0,"16","GOLM1"
"AHNAK24",0,0.442623599413518,0.965,0.818,0,"16","AHNAK2"
"PLPP24",0,0.44208381170839,0.887,0.684,0,"16","PLPP2"
"MKI671",0,0.441362539140016,0.91,0.714,0,"16","MKI67"
"ITGA24",0,0.439649518821113,0.955,0.778,0,"16","ITGA2"
"FDFT13",0,0.436227921478092,0.967,0.782,0,"16","FDFT1"
"KRT164",0,0.435002448796723,0.97,0.888,0,"16","KRT16"
"TRIM295",0,0.432557340440153,0.951,0.828,0,"16","TRIM29"
"KCNK15",0,0.431599084702545,0.966,0.797,0,"16","KCNK1"
"CALML43",0,0.431353372862921,0.933,0.645,0,"16","CALML4"
"CLIC34",0,0.426576307308442,0.963,0.807,0,"16","CLIC3"
"ABCC33",0,0.426078155503217,0.915,0.706,0,"16","ABCC3"
"ECM14",0,0.422730751307344,0.975,0.781,0,"16","ECM1"
"PLAU4",0,0.418727375608941,0.936,0.805,0,"16","PLAU"
"DMKN5",0,0.41635454007079,0.88,0.674,0,"16","DMKN"
"SCD2",0,0.414679647047417,0.956,0.833,0,"16","SCD"
"ANXA104",0,0.414462391622478,0.898,0.591,0,"16","ANXA10"
"NET15",0,0.412100621489223,0.939,0.758,0,"16","NET1"
"TACSTD26",0,0.409952076007141,0.96,0.816,0,"16","TACSTD2"
"MUC5AC2",0,0.409895819323665,0.84,0.564,0,"16","MUC5AC"
"G0S25",0,0.408261286286652,0.989,0.925,0,"16","G0S2"
"SMC21",0,0.404871246112431,0.838,0.612,0,"16","SMC2"
"MGLL6",0,0.402795144813082,0.927,0.685,0,"16","MGLL"
"MYBL21",0,0.400606648872849,0.772,0.504,0,"16","MYBL2"
"RAB27B4",0,0.396273857077447,0.944,0.686,0,"16","RAB27B"
"HES44",0,0.391960174966982,0.968,0.883,0,"16","HES4"
"FLNB4",0,0.389090505718876,0.884,0.649,0,"16","FLNB"
"FGFBP12",0,0.386391782161208,0.949,0.787,0,"16","FGFBP1"
"PLLP5",0,0.385238716944027,0.917,0.729,0,"16","PLLP"
"EHF5",0,0.384883213874871,0.966,0.823,0,"16","EHF"
"SLC12A23",0,0.383382128803052,0.908,0.622,0,"16","SLC12A2"
"WDR726",0,0.379424609298887,0.937,0.852,0,"16","WDR72"
"MCM5",0,0.378331468142742,0.741,0.459,0,"16","MCM5"
"CDA4",0,0.377510440980763,0.976,0.848,0,"16","CDA"
"EPHA24",0,0.374814962550567,0.911,0.721,0,"16","EPHA2"
"CEP552",0,0.369069214636058,0.945,0.753,0,"16","CEP55"
"SCEL3",0,0.364807898981128,0.918,0.822,0,"16","SCEL"
"SDCBP25",0,0.364210345919043,0.957,0.793,0,"16","SDCBP2"
"PDZK1IP14",0,0.36132064288044,0.975,0.794,0,"16","PDZK1IP1"
"MUC136",0,0.358301361928018,0.968,0.846,0,"16","MUC13"
"JAG15",0,0.355649199206952,0.916,0.775,0,"16","JAG1"
"CAVIN35",0,0.35351514490519,0.942,0.751,0,"16","CAVIN3"
"PRSS234",0,0.346654537323786,0.961,0.862,0,"16","PRSS23"
"AQP53",0,0.345071987210772,0.895,0.764,0,"16","AQP5"
"PITX13",0,0.344551475093602,0.899,0.692,0,"16","PITX1"
"SLC40A14",0,0.343137382664508,0.936,0.744,0,"16","SLC40A1"
"FAM83A2",0,0.342624816752013,0.963,0.862,0,"16","FAM83A"
"MND11",0,0.341099601316267,0.811,0.566,0,"16","MND1"
"AP1M24",0,0.339582638098701,0.838,0.651,0,"16","AP1M2"
"MIA5",0,0.339460795080713,0.91,0.745,0,"16","MIA"
"PRSS86",0,0.339460246928886,0.955,0.803,0,"16","PRSS8"
"CD243",0,0.33806340431858,0.955,0.731,0,"16","CD24"
"PRSS34",0,0.332945910704616,0.949,0.815,0,"16","PRSS3"
"CGN4",0,0.332815024904242,0.9,0.731,0,"16","CGN"
"TM4SF43",0,0.332807924975356,0.941,0.761,0,"16","TM4SF4"
"RASSF65",0,0.33209228567287,0.898,0.682,0,"16","RASSF6"
"TNS42",0,0.331810050781657,0.928,0.747,0,"16","TNS4"
"NRP24",0,0.331125045078871,0.975,0.905,0,"16","NRP2"
"KLK72",0,0.329688241747075,0.877,0.772,0,"16","KLK7"
"PON25",0,0.325280296209283,0.916,0.709,0,"16","PON2"
"PCDH73",0,0.324575179230994,0.943,0.744,0,"16","PCDH7"
"SGPP25",0,0.323233287406709,0.951,0.784,0,"16","SGPP2"
"SERPINB53",0,0.322610724828704,0.895,0.702,0,"16","SERPINB5"
"ESCO21",0,0.322407425781134,0.855,0.585,0,"16","ESCO2"
"GABRP3",0,0.321255942374217,0.937,0.78,0,"16","GABRP"
"UBE2C1",0,0.316978180228565,0.803,0.656,0,"16","UBE2C"
"LCN24",0,0.316705746932065,0.996,0.912,0,"16","LCN2"
"TPX21",0,0.313658103051996,0.849,0.678,0,"16","TPX2"
"MPZL27",0,0.309403786889143,0.972,0.847,0,"16","MPZL2"
"UPK3B1",0,0.30668550589425,0.883,0.672,0,"16","UPK3B"
"EFNB24",0,0.304043604369746,0.823,0.588,0,"16","EFNB2"
"NUSAP11",0,0.301817730796342,0.863,0.68,0,"16","NUSAP1"
"MALL5",0,0.300323915162398,0.885,0.665,0,"16","MALL"
"PKMYT1",0,0.300310018888306,0.718,0.513,0,"16","PKMYT1"
"FAM3B4",0,0.298745338681093,0.924,0.766,0,"16","FAM3B"
"SHCBP11",0,0.29703760268411,0.807,0.653,0,"16","SHCBP1"
"E2F71",0,0.295220910931731,0.831,0.699,0,"16","E2F7"
"SLC9A3R25",0,0.293516911709211,0.924,0.775,0,"16","SLC9A3R2"
"PEG102",0,0.292264406592533,0.91,0.712,0,"16","PEG10"
"NCEH14",0,0.291386409532834,0.945,0.759,0,"16","NCEH1"
"DHRS94",0,0.29089834202373,0.982,0.858,0,"16","DHRS9"
"SGMS24",0,0.285612416507449,0.93,0.725,0,"16","SGMS2"
"NECTIN43",0,0.283159195450654,0.974,0.85,0,"16","NECTIN4"
"PHGR12",0,0.281752568921663,0.895,0.662,0,"16","PHGR1"
"LIPH6",0,0.278618247778409,0.903,0.706,0,"16","LIPH"
"FSCN12",0,0.277697253611267,0.879,0.719,0,"16","FSCN1"
"PDLIM14",0,0.276636338715617,0.937,0.769,0,"16","PDLIM1"
"TRNP13",0,0.276621416761118,0.853,0.597,0,"16","TRNP1"
"CENPN1",0,0.275258028160162,0.774,0.557,0,"16","CENPN"
"CEMIP2",0,0.274714381531205,0.935,0.679,0,"16","CEMIP"
"NT5E2",0,0.270071088922893,0.871,0.69,0,"16","NT5E"
"CDH171",0,0.268472759190887,0.897,0.72,0,"16","CDH17"
"SEMA3C4",0,0.268046490108536,0.926,0.804,0,"16","SEMA3C"
"RHPN24",0,0.265574650634287,0.871,0.726,0,"16","RHPN2"
"RNF1284",0,0.264806129255752,0.875,0.673,0,"16","RNF128"
"VIL11",0,0.259290330136187,0.883,0.666,0,"16","VIL1"
"HS3ST13",0,0.258540479277929,0.892,0.756,0,"16","HS3ST1"
"HMGA23",0,0.257892882219945,0.859,0.746,0,"16","HMGA2"
"FA2H2",0,0.256687540209359,0.924,0.77,0,"16","FA2H"
"PRSS226",0,0.252884596743262,0.934,0.708,0,"16","PRSS22"
"CD1095",0,0.251902180846229,0.952,0.855,0,"16","CD109"
"FHL26",1.14120684615579e-305,0.309266560894378,0.902,0.732,2.28241369231158e-302,"16","FHL2"
"STARD104",8.03344257302564e-300,0.36584912577471,0.85,0.6,1.60668851460513e-296,"16","STARD10"
"MYH145",9.63664481619148e-300,0.33001300822823,0.847,0.672,1.9273289632383e-296,"16","MYH14"
"CLDN46",4.89292204822815e-299,0.413029644512752,0.98,0.749,9.7858440964563e-296,"16","CLDN4"
"ASF1B1",2.03499014250465e-294,0.33428859709324,0.738,0.607,4.06998028500931e-291,"16","ASF1B"
"DHCR243",1.17244311002533e-293,0.350243388606496,0.808,0.627,2.34488622005065e-290,"16","DHCR24"
"SLC44A45",1.8125049951105e-293,0.265953119692449,0.893,0.719,3.62500999022099e-290,"16","SLC44A4"
"CD97",7.00526527441179e-291,0.505132620121903,0.994,0.951,1.40105305488236e-287,"16","CD9"
"SOX96",3.10434013783257e-289,0.297361790162256,0.909,0.756,6.20868027566515e-286,"16","SOX9"
"LDLR4",4.73148862912394e-287,0.286972537534458,0.918,0.778,9.46297725824788e-284,"16","LDLR"
"CDT1",5.50534212972199e-285,0.407738125217358,0.704,0.533,1.1010684259444e-281,"16","CDT1"
"BIK3",6.53992957601202e-284,0.260943883942633,0.866,0.73,1.3079859152024e-280,"16","BIK"
"GDF153",4.00259404228014e-282,0.253046303533712,0.861,0.688,8.00518808456028e-279,"16","GDF15"
"SLC2A13",6.3423038072501e-280,0.27950793547889,0.94,0.83,1.26846076145002e-276,"16","SLC2A1"
"TINAGL16",1.38354689414155e-279,0.279475914399574,0.9,0.726,2.76709378828309e-276,"16","TINAGL1"
"ATAD5",2.88045919523388e-279,0.400780584276914,0.738,0.578,5.76091839046777e-276,"16","ATAD5"
"LGALS36",5.89093110590623e-279,0.538189246635541,1,0.932,1.17818622118125e-275,"16","LGALS3"
"S100A137",1.15494534951642e-272,0.347101096035454,0.923,0.758,2.30989069903283e-269,"16","S100A13"
"TFPI7",1.01622431096911e-271,0.297700532643828,0.958,0.824,2.03244862193823e-268,"16","TFPI"
"ELF36",1.10997157655708e-267,0.341575302662023,0.98,0.828,2.21994315311416e-264,"16","ELF3"
"TFF33",4.68503752719155e-264,0.4650412759656,0.871,0.676,9.3700750543831e-261,"16","TFF3"
"WEE12",9.10992604993859e-264,0.264947890811915,0.863,0.765,1.82198520998772e-260,"16","WEE1"
"FERMT13",1.06844807629973e-260,0.313033702742069,0.768,0.543,2.13689615259946e-257,"16","FERMT1"
"TNFRSF214",1.84180360795071e-260,0.28391674565465,0.856,0.719,3.68360721590143e-257,"16","TNFRSF21"
"ERO1A5",2.37308219992316e-258,0.302784393837537,0.991,0.894,4.74616439984632e-255,"16","ERO1A"
"HMGB22",1.29805565129381e-255,0.25355235563803,0.985,0.903,2.59611130258762e-252,"16","HMGB2"
"CAPN82",2.45783031394034e-253,0.263691580192817,0.809,0.637,4.91566062788068e-250,"16","CAPN8"
"LMNB11",7.20064202325448e-252,0.326658019301306,0.765,0.566,1.4401284046509e-248,"16","LMNB1"
"CDCA51",2.30456932213743e-251,0.250228204356015,0.727,0.65,4.60913864427486e-248,"16","CDCA5"
"MCM10",2.27352105425084e-248,0.369472923063992,0.688,0.537,4.54704210850167e-245,"16","MCM10"
"TPM16",5.82092856156049e-248,0.27648904980885,0.961,0.773,1.1641857123121e-244,"16","TPM1"
"ERRFI14",2.31285575476385e-247,0.277692483039913,0.967,0.876,4.62571150952771e-244,"16","ERRFI1"
"CDCA7",1.43294909002332e-246,0.430225718063199,0.712,0.555,2.86589818004664e-243,"16","CDCA7"
"TMEM544",4.07502945425123e-236,0.300276007480384,0.824,0.638,8.15005890850246e-233,"16","TMEM54"
"RAD51",1.08735361822695e-235,0.265171498176884,0.685,0.498,2.1747072364539e-232,"16","RAD51"
"EGFR4",9.66257599208873e-234,0.256608608304205,0.812,0.726,1.93251519841775e-230,"16","EGFR"
"CYB5A4",8.88145955089429e-232,0.275492953550269,0.844,0.616,1.77629191017886e-228,"16","CYB5A"
"CENPM",3.65839902138611e-229,0.282432704287641,0.743,0.621,7.31679804277221e-226,"16","CENPM"
"CENPW1",1.53524274146714e-225,0.267696735145355,0.701,0.487,3.07048548293427e-222,"16","CENPW"
"TUBA1C1",1.9715269675072e-214,0.270909581385941,0.888,0.693,3.94305393501439e-211,"16","TUBA1C"
