"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PDK4",0,0.592063427869375,0.698,0.657,0,"7","PDK4"
"LINC010941",0,0.586408878017629,0.655,0.641,0,"7","LINC01094"
"SLAMF81",0,0.577136164560411,0.663,0.488,0,"7","SLAMF8"
"MAF2",0,0.564195776104593,0.84,0.87,0,"7","MAF"
"HLA-DQB2",0,0.559015839153588,0.796,0.757,0,"7","HLA-DQB2"
"VEGFA2",0,0.555142745013711,0.922,0.901,0,"7","VEGFA"
"SLC15A31",0,0.554565450515484,0.637,0.616,0,"7","SLC15A3"
"PECAM11",0,0.530943891088614,0.781,0.658,0,"7","PECAM1"
"RGCC3",0,0.522076827019175,0.88,0.765,0,"7","RGCC"
"C21",0,0.512194158513996,0.656,0.578,0,"7","C2"
"ADGRE21",0,0.511293207976762,0.655,0.537,0,"7","ADGRE2"
"CCL22",0,0.510391638506396,0.666,0.686,0,"7","CCL2"
"TENT5A2",0,0.507045796679433,0.843,0.673,0,"7","TENT5A"
"HSPA1B2",0,0.498419679411842,0.97,0.949,0,"7","HSPA1B"
"SIGLEC11",0,0.493787151528732,0.638,0.68,0,"7","SIGLEC1"
"CD94",0,0.486847816328105,0.963,0.951,0,"7","CD9"
"THBS11",0,0.451057861982125,0.873,0.852,0,"7","THBS1"
"ID32",0,0.449232579697474,0.842,0.811,0,"7","ID3"
"ADAMDEC1",0,0.444729616468269,0.646,0.534,0,"7","ADAMDEC1"
"IL101",0,0.433836339941491,0.724,0.642,0,"7","IL10"
"OSCAR1",0,0.425863954214084,0.726,0.755,0,"7","OSCAR"
"MMP192",0,0.424881745388698,0.691,0.652,0,"7","MMP19"
"OLFML2B1",0,0.420202422260543,0.678,0.743,0,"7","OLFML2B"
"RAB421",0,0.395449714174753,0.766,0.629,0,"7","RAB42"
"SLC7A8",0,0.382724150712299,0.642,0.558,0,"7","SLC7A8"
"CHIT11",0,0.368824516182806,0.84,0.771,0,"7","CHIT1"
"CREB5",0,0.366563331816252,0.752,0.716,0,"7","CREB5"
"CLEC4E",0,0.365764498436992,0.736,0.718,0,"7","CLEC4E"
"GADD45G1",0,0.358887855934205,0.813,0.721,0,"7","GADD45G"
"LYVE1",0,0.350024634275766,0.762,0.622,0,"7","LYVE1"
"GPX31",0,0.334590039857413,0.691,0.698,0,"7","GPX3"
"OTOA1",0,0.324424921877154,0.677,0.672,0,"7","OTOA"
"CADM1",0,0.31061379225807,0.745,0.73,0,"7","CADM1"
"MMP91",0,0.301142054475526,0.691,0.741,0,"7","MMP9"
"CCL8",0,0.284653576396801,0.611,0.341,0,"7","CCL8"
"FILIP1L1",0,0.284399909236042,0.708,0.652,0,"7","FILIP1L"
"GPR841",0,0.273885875044004,0.712,0.595,0,"7","GPR84"
"EPB41L21",9.58759931611832e-289,0.410846100749498,0.679,0.656,1.91751986322367e-285,"7","EPB41L2"
"LILRB2",3.09843777119716e-288,0.567654391868887,0.608,0.578,6.19687554239432e-285,"7","LILRB2"
"HPGDS",5.38156207855909e-280,0.265249576610696,0.642,0.726,1.07631241571182e-276,"7","HPGDS"
"IL182",5.8761431073292e-275,0.50892330369225,0.786,0.82,1.17522862146584e-271,"7","IL18"
"IL1RN1",1.82118800793944e-258,0.355889924577203,0.829,0.848,3.64237601587888e-255,"7","IL1RN"
"NRP11",6.94247574822541e-246,0.423772985654021,0.66,0.63,1.38849514964508e-242,"7","NRP1"
"IRF81",1.03595998182976e-237,0.515209375471319,0.692,0.747,2.07191996365952e-234,"7","IRF8"
"CCR11",2.0912882224829e-235,0.545127523430491,0.601,0.622,4.1825764449658e-232,"7","CCR1"
"ENG2",1.22757635452695e-217,0.409880924628942,0.63,0.658,2.4551527090539e-214,"7","ENG"
"ENPP2",1.88433693417722e-216,0.366331804188474,0.616,0.704,3.76867386835444e-213,"7","ENPP2"
"GCHFR1",3.0071986555605e-215,0.260306245200035,0.862,0.81,6.01439731112101e-212,"7","GCHFR"
"LILRB5",8.7808221463765e-212,0.287181121931047,0.577,0.572,1.7561644292753e-208,"7","LILRB5"
"TMEM176A2",6.05401998209116e-208,0.417723505028567,0.775,0.815,1.21080399641823e-204,"7","TMEM176A"
"FABP51",2.25108490867783e-205,0.566515729493777,0.748,0.757,4.50216981735565e-202,"7","FABP5"
"ABL22",6.35226176580269e-201,0.413289003497588,0.695,0.685,1.27045235316054e-197,"7","ABL2"
"AXL1",7.82619746437069e-201,0.420723215697185,0.653,0.712,1.56523949287414e-197,"7","AXL"
"CXCL10",4.2241271532371e-195,0.76732054414858,0.587,0.607,8.4482543064742e-192,"7","CXCL10"
"LILRB41",2.08889249751717e-192,0.548341565924824,0.585,0.626,4.17778499503433e-189,"7","LILRB4"
"MT2A1",9.20950442360821e-192,0.387141000709618,0.864,0.85,1.84190088472164e-188,"7","MT2A"
"HERC52",6.48466930988029e-186,0.258768618602346,0.727,0.691,1.29693386197606e-182,"7","HERC5"
"SCIMP",1.13489111299771e-184,0.428761552027425,0.589,0.663,2.26978222599542e-181,"7","SCIMP"
"SELENOP1",7.19171141787092e-165,0.875665802202913,0.695,0.707,1.43834228357418e-161,"7","SELENOP"
"S100B",1.47262420347425e-146,0.383049342601249,0.578,0.653,2.9452484069485e-143,"7","S100B"
"MX11",1.7628318563079e-144,0.352477424871111,0.784,0.714,3.5256637126158e-141,"7","MX1"
"EGR12",8.71631978361419e-143,0.549523683961464,0.769,0.757,1.74326395672284e-139,"7","EGR1"
"FCGBP",8.9898798854146e-137,0.351674300650529,0.527,0.422,1.79797597708292e-133,"7","FCGBP"
"TNFAIP2",6.04502654435437e-134,0.40580131287545,0.713,0.769,1.20900530887087e-130,"7","TNFAIP2"
"CCL41",3.40641835439155e-130,0.514644385985635,0.726,0.792,6.8128367087831e-127,"7","CCL4"
"TRIB1",8.46082703684099e-129,0.299307000162958,0.797,0.804,1.6921654073682e-125,"7","TRIB1"
"ENTPD1",1.47810188771065e-123,0.38732986721172,0.624,0.717,2.95620377542129e-120,"7","ENTPD1"
"GBP41",2.17822228614197e-118,0.266280401679904,0.692,0.667,4.35644457228395e-115,"7","GBP4"
"ICAM12",1.35968031993951e-114,0.489162386746745,0.678,0.777,2.71936063987902e-111,"7","ICAM1"
"CD300LF1",1.11796205991331e-105,0.318191656610498,0.581,0.714,2.23592411982662e-102,"7","CD300LF"
"CXorf21",1.91765337460674e-102,0.333831171740816,0.563,0.604,3.83530674921349e-99,"7","CXorf21"
"AC007952.4",5.65772861000586e-98,0.416282635363781,0.54,0.48,1.13154572200117e-94,"7","AC007952.4"
"AC253572.21",4.26547539533713e-95,0.422811125210638,0.547,0.494,8.53095079067426e-92,"7","AC253572.2"
"BHLHE411",8.04398451186274e-87,0.28919702948905,0.67,0.724,1.60879690237255e-83,"7","BHLHE41"
"IFI44L1",2.1324757668724e-86,0.384274170954832,0.784,0.821,4.26495153374481e-83,"7","IFI44L"
"CLEC10A",2.51572201393266e-86,0.331425931680241,0.553,0.66,5.03144402786532e-83,"7","CLEC10A"
"IFIT31",1.22034799773914e-82,0.308753279011115,0.675,0.672,2.44069599547828e-79,"7","IFIT3"
"ISG151",2.58351499656206e-79,0.639024667222992,0.879,0.841,5.16702999312411e-76,"7","ISG15"
"CDKN1A",6.42216664917208e-76,0.262517624735623,0.81,0.823,1.28443332983442e-72,"7","CDKN1A"
"NR4A31",7.20620450458879e-76,0.380893050219052,0.583,0.624,1.44124090091776e-72,"7","NR4A3"
"FBP11",5.2862347792462e-75,0.292502337635985,0.724,0.758,1.05724695584924e-71,"7","FBP1"
"TMIGD31",6.1584832235002e-75,0.323454142768988,0.534,0.604,1.23169664470004e-71,"7","TMIGD3"
"SIGLEC10",9.5444901778598e-58,0.400000271785076,0.54,0.693,1.90889803557196e-54,"7","SIGLEC10"
"MMP121",2.57406133360728e-54,0.33354785954567,0.501,0.463,5.14812266721455e-51,"7","MMP12"
"IL4I11",2.47728271567349e-51,0.389914170337448,0.519,0.553,4.95456543134698e-48,"7","IL4I1"
"NLRP31",5.34027727593325e-48,0.294650741007356,0.53,0.602,1.06805545518665e-44,"7","NLRP3"
"PLD4",7.18681865272803e-46,0.25787487108373,0.517,0.589,1.43736373054561e-42,"7","PLD4"
"HCK1",4.21868635622555e-45,0.421938045803358,0.534,0.649,8.43737271245111e-42,"7","HCK"
"GBP11",7.56975038785497e-44,0.315198600744696,0.637,0.673,1.51395007757099e-40,"7","GBP1"
"SLC40A11",6.8459752769193e-20,0.374871750041404,0.671,0.751,1.36919505538386e-16,"7","SLC40A1"
"P2RY13",6.15904386702103e-17,0.40734715093117,0.498,0.638,1.23180877340421e-13,"7","P2RY13"
"IFIT2",6.36827946133016e-14,0.289331061778308,0.615,0.691,1.27365589226603e-10,"7","IFIT2"
"C1orf54",8.24537290533072e-14,0.295834541199085,0.508,0.633,1.64907458106614e-10,"7","C1orf54"
"EGR2",3.079854646728e-07,0.418932204306806,0.464,0.482,0.000615970929345599,"7","EGR2"
"CCL3L11",7.290961705511e-07,0.81580758890669,0.469,0.523,0.0014581923411022,"7","CCL3L1"
"LILRB1",0.00165408880997317,0.358798002570153,0.469,0.583,1,"7","LILRB1"
"CCL4L22",0.00363516462851207,0.674627298785934,0.478,0.56,1,"7","CCL4L2"
"OLFM41",0,2.83042810694062,0.894,0.625,0,"8","OLFM4"
"REG1A",0,2.5038837775571,0.918,0.644,0,"8","REG1A"
"PIGR1",0,2.22828102231771,0.974,0.595,0,"8","PIGR"
"SERPINA11",0,2.13148966720227,0.972,0.75,0,"8","SERPINA1"
"FXYD2",0,1.98619832798743,0.973,0.72,0,"8","FXYD2"
"ATP1B12",0,1.98436005990734,0.995,0.828,0,"8","ATP1B1"
"CD241",0,1.97742550414978,0.979,0.725,0,"8","CD24"
"MUC6",0,1.95496232416046,0.946,0.604,0,"8","MUC6"
"ANXA42",0,1.88196778885491,0.994,0.778,0,"8","ANXA4"
"SLC4A4",0,1.87956222266938,0.954,0.645,0,"8","SLC4A4"
"CFTR",0,1.83551230462188,0.953,0.739,0,"8","CFTR"
"MMP72",0,1.8135628679319,0.981,0.795,0,"8","MMP7"
"SPINK11",0,1.75971107669507,0.963,0.752,0,"8","SPINK1"
"LCN22",0,1.74121562221819,0.988,0.91,0,"8","LCN2"
"CLU1",0,1.72513040162445,0.966,0.722,0,"8","CLU"
"CLDN101",0,1.55952169227116,0.961,0.789,0,"8","CLDN10"
"ELF33",0,1.52747026599755,0.985,0.824,0,"8","ELF3"
"SERPINA33",0,1.47169319252397,0.978,0.916,0,"8","SERPINA3"
"KRT183",0,1.45588557894592,0.991,0.771,0,"8","KRT18"
"CRP",0,1.43942106230664,0.94,0.655,0,"8","CRP"
"APCS",0,1.33630031664603,0.951,0.719,0,"8","APCS"
"KRT83",0,1.24450901258249,0.994,0.821,0,"8","KRT8"
"MUC5B2",0,1.22654335764991,0.952,0.801,0,"8","MUC5B"
"GDF152",0,1.1862165793099,0.915,0.682,0,"8","GDF15"
"GPX22",0,1.17470286808344,0.917,0.795,0,"8","GPX2"
"TESC3",0,1.17180305609416,0.957,0.753,0,"8","TESC"
"TCN13",0,1.14435915161853,0.941,0.882,0,"8","TCN1"
"LGALS43",0,1.1119225086129,0.947,0.748,0,"8","LGALS4"
"ONECUT21",0,1.10659562343777,0.883,0.566,0,"8","ONECUT2"
"TMC52",0,1.09506854161292,0.932,0.775,0,"8","TMC5"
"CYSTM13",0,1.09205164307114,0.971,0.823,0,"8","CYSTM1"
"TFF31",0,1.07102082371834,0.859,0.672,0,"8","TFF3"
"CLDN2",0,1.07007669172167,0.874,0.429,0,"8","CLDN2"
"TM4SF41",0,1.06302628097247,0.935,0.757,0,"8","TM4SF4"
"AGR23",0,1.03872407200746,0.957,0.758,0,"8","AGR2"
"SLC3A1",0,1.02829624140689,0.897,0.628,0,"8","SLC3A1"
"TSPAN83",0,1.01471738230019,0.976,0.804,0,"8","TSPAN8"
"CLDN32",0,1.01236516098804,0.957,0.746,0,"8","CLDN3"
"MUC12",0,1.01066796277351,0.959,0.775,0,"8","MUC1"
"SLC12A22",0,1.00688785902947,0.841,0.618,0,"8","SLC12A2"
"SLC40A12",0,0.997678154082842,0.896,0.741,0,"8","SLC40A1"
"CP1",0,0.962553187398515,0.925,0.777,0,"8","CP"
"IFI62",0,0.960932911516325,0.977,0.912,0,"8","IFI6"
"AQP51",0,0.96037446852849,0.899,0.761,0,"8","AQP5"
"PDZK1IP12",0,0.948750678049918,0.934,0.791,0,"8","PDZK1IP1"
"AGR33",0,0.93202633656023,0.937,0.801,0,"8","AGR3"
"AMBP",0,0.923212021383634,0.926,0.682,0,"8","AMBP"
"C6",0,0.918359132610979,0.955,0.797,0,"8","C6"
"PROM11",0,0.898565025809636,0.908,0.708,0,"8","PROM1"
"CRISP3",0,0.887340345667823,0.92,0.537,0,"8","CRISP3"
"GATM1",0,0.861228916071924,0.837,0.659,0,"8","GATM"
"PPP1R1B",0,0.829364132113809,0.828,0.53,0,"8","PPP1R1B"
"DEFB12",0,0.828850230976091,0.944,0.827,0,"8","DEFB1"
"PMEPA13",0,0.81897195446748,0.966,0.792,0,"8","PMEPA1"
"WFDC22",0,0.796848655906256,0.955,0.855,0,"8","WFDC2"
"SCGB3A11",0,0.791102355600667,0.896,0.822,0,"8","SCGB3A1"
"BACE22",0,0.784323369499768,0.87,0.704,0,"8","BACE2"
"SOX93",0,0.755305116318114,0.855,0.754,0,"8","SOX9"
"FGA",0,0.743670332752506,0.91,0.676,0,"8","FGA"
"KLF53",0,0.743006928997394,0.879,0.706,0,"8","KLF5"
"MARCKSL11",0,0.731196937955391,0.874,0.708,0,"8","MARCKSL1"
"FAM3B2",0,0.72669371116464,0.892,0.763,0,"8","FAM3B"
"CYP3A52",0,0.723463128944997,0.89,0.776,0,"8","CYP3A5"
"SERPINA5",0,0.708333259860717,0.901,0.576,0,"8","SERPINA5"
"CFH2",0,0.695366781040707,0.948,0.789,0,"8","CFH"
"TFPI21",0,0.688729491576233,0.935,0.785,0,"8","TFPI2"
"SHROOM31",0,0.683158335924356,0.762,0.465,0,"8","SHROOM3"
"LINC02532",0,0.676491796691174,0.826,0.453,0,"8","LINC02532"
"F5",0,0.670899747270687,0.846,0.705,0,"8","F5"
"SERPING11",0,0.669235808533857,0.917,0.764,0,"8","SERPING1"
"ERRFI12",0,0.666855833320703,0.968,0.874,0,"8","ERRFI1"
"ASRGL1",0,0.655713977625925,0.887,0.589,0,"8","ASRGL1"
"GSTP13",0,0.653303132575027,0.99,0.895,0,"8","GSTP1"
"ABCC31",0,0.652905135841696,0.817,0.706,0,"8","ABCC3"
"EFNA12",0,0.650491128770905,0.955,0.884,0,"8","EFNA1"
"CFB1",0,0.64731835418487,0.833,0.683,0,"8","CFB"
"MIA3",0,0.637724114336426,0.873,0.743,0,"8","MIA"
"GOLM13",0,0.629102042307159,0.895,0.787,0,"8","GOLM1"
"NFIB1",0,0.627017352191714,0.818,0.687,0,"8","NFIB"
"ID13",0,0.618601570621412,0.887,0.754,0,"8","ID1"
"PLPP22",0,0.613850275718739,0.792,0.684,0,"8","PLPP2"
"DSP3",0,0.611653421096112,0.911,0.798,0,"8","DSP"
"ALDH1A12",0,0.602189619463227,0.881,0.807,0,"8","ALDH1A1"
"C31",0,0.601259303670391,0.919,0.757,0,"8","C3"
"CYB5A2",0,0.594850005996805,0.847,0.61,0,"8","CYB5A"
"TACSTD23",0,0.593219934164085,0.922,0.814,0,"8","TACSTD2"
"CITED41",0,0.591678446794922,0.866,0.72,0,"8","CITED4"
"NNMT1",0,0.584451148251729,0.906,0.774,0,"8","NNMT"
"TPM13",0,0.584234350583731,0.93,0.77,0,"8","TPM1"
"EHF3",0,0.583627355011093,0.898,0.823,0,"8","EHF"
"RAMP13",0,0.573277710886714,0.922,0.822,0,"8","RAMP1"
"CXADR1",0,0.570190771615641,0.799,0.685,0,"8","CXADR"
"UGT2A3",0,0.564229496648609,0.758,0.503,0,"8","UGT2A3"
"SLC44A42",0,0.561922457506972,0.832,0.717,0,"8","SLC44A4"
"SORBS23",0,0.556890091895511,0.845,0.78,0,"8","SORBS2"
"MGST12",0,0.555593241391565,0.902,0.817,0,"8","MGST1"
"LAD13",0,0.555316869914764,0.921,0.833,0,"8","LAD1"
"IFI44L2",0,0.548323881360331,0.939,0.814,0,"8","IFI44L"
"VNN11",0,0.537785387639896,0.899,0.666,0,"8","VNN1"
"TST2",0,0.536497808451251,0.792,0.597,0,"8","TST"
"BICC11",0,0.53585238270727,0.866,0.673,0,"8","BICC1"
"CAMK2N13",0,0.535384513463592,0.904,0.764,0,"8","CAMK2N1"
"CALML41",0,0.534715555388967,0.87,0.641,0,"8","CALML4"
"CLDN73",0,0.532628038172282,0.931,0.789,0,"8","CLDN7"
"AKR1C32",0,0.52852099663388,0.722,0.591,0,"8","AKR1C3"
"GABRP1",0,0.523287762501258,0.892,0.778,0,"8","GABRP"
"SFRP5",0,0.518882854855751,0.833,0.59,0,"8","SFRP5"
"TPPP3",0,0.516711183313795,0.886,0.701,0,"8","TPPP3"
"CFI1",0,0.513811456085107,0.798,0.761,0,"8","CFI"
"HSD17B2",0,0.506802064678242,0.647,0.406,0,"8","HSD17B2"
"ERBB33",0,0.498049239391196,0.753,0.68,0,"8","ERBB3"
"TNFSF101",0,0.492101128439062,0.847,0.667,0,"8","TNFSF10"
"PROX1",0,0.489402780792153,0.873,0.66,0,"8","PROX1"
"AQP3",0,0.488808569266557,0.877,0.638,0,"8","AQP3"
"SPINT23",0,0.482846385337163,0.979,0.858,0,"8","SPINT2"
"TCIM2",0,0.482319432902117,0.82,0.7,0,"8","TCIM"
"MYO1B1",0,0.480325757055284,0.781,0.635,0,"8","MYO1B"
"KRT193",0,0.478933912439826,0.987,0.873,0,"8","KRT19"
"CNN31",0,0.478861383151535,0.938,0.783,0,"8","CNN3"
"LGALS34",0,0.47885534947293,0.985,0.931,0,"8","LGALS3"
"CA21",0,0.473209284888089,0.712,0.543,0,"8","CA2"
"CDH13",0,0.467427280512623,0.908,0.797,0,"8","CDH1"
"UGT2B15",0,0.466485671186599,0.752,0.551,0,"8","UGT2B15"
"ONECUT1",0,0.465128645589879,0.815,0.576,0,"8","ONECUT1"
"PDLIM11",0,0.461767711070551,0.893,0.767,0,"8","PDLIM1"
"RNF1282",0,0.457059280642203,0.841,0.669,0,"8","RNF128"
"CCL282",0,0.455118677358724,0.904,0.723,0,"8","CCL28"
"LMO41",0,0.451529378973809,0.78,0.6,0,"8","LMO4"
"TNFRSF12A4",0,0.450539947996036,0.93,0.753,0,"8","TNFRSF12A"
"AQP1",0,0.450507875578865,0.873,0.627,0,"8","AQP1"
"C12orf752",0,0.450022968540087,0.879,0.774,0,"8","C12orf75"
"FGG",0,0.447468708639188,0.87,0.593,0,"8","FGG"
"PHLDA23",0,0.445609664175837,0.957,0.884,0,"8","PHLDA2"
"AZGP11",0,0.440298690788068,0.703,0.524,0,"8","AZGP1"
"TMEM2383",0,0.437422590011656,0.852,0.693,0,"8","TMEM238"
"TOX31",0,0.430447937555176,0.761,0.626,0,"8","TOX3"
"PRSS83",0,0.430388035701635,0.923,0.8,0,"8","PRSS8"
"CKB3",0,0.430175853343628,0.934,0.791,0,"8","CKB"
"H19",0,0.429556746434775,0.903,0.688,0,"8","H19"
"TRNP11",0,0.426424757842889,0.768,0.594,0,"8","TRNP1"
"PLS13",0,0.424752595508268,0.865,0.774,0,"8","PLS1"
"CTSE3",0,0.424510891810959,0.867,0.756,0,"8","CTSE"
"SLC34A2",0,0.42339944968836,0.862,0.744,0,"8","SLC34A2"
"ADRA2A",0,0.422128295942292,0.727,0.538,0,"8","ADRA2A"
"KRT73",0,0.419947905168996,0.966,0.813,0,"8","KRT7"
"LDLR2",0,0.419297979345273,0.856,0.778,0,"8","LDLR"
"CYP51A13",0,0.416431054948239,0.924,0.809,0,"8","CYP51A1"
"SERPINB12",0,0.412741125471156,0.921,0.779,0,"8","SERPINB1"
"OCLN3",0,0.408134896876878,0.787,0.687,0,"8","OCLN"
"S100A134",0,0.407488950932029,0.862,0.756,0,"8","S100A13"
"NQO13",0,0.407217669368961,0.874,0.725,0,"8","NQO1"
"NPNT",0,0.406517972986952,0.864,0.609,0,"8","NPNT"
"ANPEP1",0,0.404513632907668,0.838,0.664,0,"8","ANPEP"
"NCOA71",0,0.403618536010631,0.808,0.641,0,"8","NCOA7"
"AC020656.12",0,0.3977963711496,0.806,0.698,0,"8","AC020656.1"
"CLDN43",0,0.39690188381324,0.946,0.745,0,"8","CLDN4"
"CLDN13",0,0.395720307893427,0.953,0.881,0,"8","CLDN1"
"LINC01320",0,0.393658143979852,0.899,0.694,0,"8","LINC01320"
"S100A63",0,0.393314968643234,0.994,0.978,0,"8","S100A6"
"IFI273",0,0.392994593696763,0.971,0.92,0,"8","IFI27"
"TMEM542",0,0.392887238873565,0.786,0.635,0,"8","TMEM54"
"CEACAM7",0,0.391936239681967,0.855,0.519,0,"8","CEACAM7"
"ZG16B2",0,0.39189117217986,0.863,0.806,0,"8","ZG16B"
"CAPS1",0,0.391266805366542,0.797,0.656,0,"8","CAPS"
"TINAGL13",0,0.390881560713508,0.874,0.723,0,"8","TINAGL1"
"STEAP4",0,0.38987637006625,0.884,0.633,0,"8","STEAP4"
"SERPINA6",0,0.38519765393083,0.889,0.604,0,"8","SERPINA6"
"GDA1",0,0.384795862161419,0.861,0.641,0,"8","GDA"
"CXCL171",0,0.383840035632553,0.769,0.574,0,"8","CXCL17"
"SLC1A1",0,0.381627691978059,0.725,0.379,0,"8","SLC1A1"
"PLEKHS1",0,0.377937001820956,0.675,0.525,0,"8","PLEKHS1"
"WWC1",0,0.374657025866905,0.733,0.57,0,"8","WWC1"
"TM4SF13",0,0.37426049936811,0.992,0.932,0,"8","TM4SF1"
"RAB253",0,0.37379961582531,0.858,0.733,0,"8","RAB25"
"DUOXA21",0,0.373149238882634,0.786,0.677,0,"8","DUOXA2"
"VWA1",0,0.369998862614007,0.725,0.599,0,"8","VWA1"
"SDC43",0,0.369848627804822,0.963,0.87,0,"8","SDC4"
"CREB3L12",0,0.36958154293365,0.68,0.559,0,"8","CREB3L1"
"RHPN22",0,0.368050435648985,0.878,0.722,0,"8","RHPN2"
"TMEM981",0,0.366025521620257,0.666,0.49,0,"8","TMEM98"
"DCDC2",0,0.365511128461815,0.734,0.532,0,"8","DCDC2"
"NCEH13",0,0.364170179433856,0.936,0.755,0,"8","NCEH1"
"RBP11",0,0.363142690823961,0.794,0.621,0,"8","RBP1"
"GC",0,0.361791069730955,0.817,0.672,0,"8","GC"
"PERP3",0,0.361160229617698,0.963,0.82,0,"8","PERP"
"SGPP23",0,0.360398929390656,0.872,0.783,0,"8","SGPP2"
"CXCL22",0,0.358742440724373,0.799,0.701,0,"8","CXCL2"
"GCNT33",0,0.357614088792696,0.861,0.775,0,"8","GCNT3"
"LIPH3",0,0.35635159595495,0.817,0.706,0,"8","LIPH"
"SMIM223",0,0.353917586733263,0.864,0.778,0,"8","SMIM22"
"SCTR",0,0.349405211826041,0.656,0.482,0,"8","SCTR"
"RARRES12",0,0.348362270696582,0.906,0.851,0,"8","RARRES1"
"MUC133",0,0.348013591644918,0.929,0.845,0,"8","MUC13"
"WWTR12",0,0.346146873516014,0.94,0.821,0,"8","WWTR1"
"CCND13",0,0.344818973817585,0.882,0.728,0,"8","CCND1"
"AKR1C1",0,0.34459850217639,0.766,0.492,0,"8","AKR1C1"
"FAT14",0,0.341091898460678,0.868,0.818,0,"8","FAT1"
"FOLR1",0,0.339789089391617,0.846,0.445,0,"8","FOLR1"
"ANXA33",0,0.337346962320416,0.869,0.701,0,"8","ANXA3"
"AC007906.2",0,0.333733805886735,0.77,0.526,0,"8","AC007906.2"
"LTF",0,0.33275429850835,0.918,0.6,0,"8","LTF"
"SGMS22",0,0.328763927639383,0.904,0.721,0,"8","SGMS2"
"CXCL1",0,0.325935240350885,0.708,0.544,0,"8","CXCL1"
"MPZL23",0,0.325909522769436,0.923,0.846,0,"8","MPZL2"
"FHL24",0,0.325645815371444,0.861,0.729,0,"8","FHL2"
"MECOM1",0,0.325545927416655,0.703,0.595,0,"8","MECOM"
"HS3ST12",0,0.320019903137269,0.856,0.755,0,"8","HS3ST1"
"MX12",0,0.3183875699883,0.877,0.71,0,"8","MX1"
"PRSS223",0,0.315859057542445,0.888,0.704,0,"8","PRSS22"
"CGN2",0,0.315691883765768,0.805,0.731,0,"8","CGN"
"TMPRSS21",0,0.312720010440542,0.718,0.563,0,"8","TMPRSS2"
"KCNK13",0,0.312621474439223,0.894,0.797,0,"8","KCNK1"
"SLPI3",0,0.311566815065143,0.965,0.887,0,"8","SLPI"
"CRIP23",0,0.311271555445186,0.933,0.777,0,"8","CRIP2"
"ARL143",0,0.308321024704072,0.898,0.816,0,"8","ARL14"
"MAL23",0,0.308130946799093,0.963,0.858,0,"8","MAL2"
"FBP12",0,0.301712508144246,0.881,0.751,0,"8","FBP1"
"TGM22",0,0.299273339678735,0.943,0.845,0,"8","TGM2"
"KCNJ15",0,0.297830385733484,0.739,0.5,0,"8","KCNJ15"
"GJA11",0,0.297117812051906,0.939,0.783,0,"8","GJA1"
"CA121",0,0.29596288850129,0.901,0.777,0,"8","CA12"
"TUSC32",0,0.295707287860973,0.871,0.733,0,"8","TUSC3"
"SYT83",0,0.295385121208616,0.944,0.88,0,"8","SYT8"
"PARD6B3",0,0.295081761926807,0.809,0.657,0,"8","PARD6B"
"WDR723",0,0.294959238328635,0.831,0.855,0,"8","WDR72"
"AMN2",0,0.294058715396827,0.781,0.723,0,"8","AMN"
"PDLIM41",0,0.293280985098734,0.933,0.759,0,"8","PDLIM4"
"BMP21",0,0.29314160385,0.766,0.593,0,"8","BMP2"
"DUOX21",0,0.292706080935482,0.802,0.731,0,"8","DUOX2"
"ITGB82",0,0.290701616345312,0.792,0.687,0,"8","ITGB8"
"MUC202",0,0.290515137744685,0.846,0.751,0,"8","MUC20"
"TMEM37",0,0.28889739689537,0.703,0.533,0,"8","TMEM37"
"SAA11",0,0.287935073633177,0.864,0.667,0,"8","SAA1"
"EGFR2",0,0.284883675260955,0.791,0.725,0,"8","EGFR"
"GP2",0,0.284679003508058,0.819,0.649,0,"8","GP2"
"ALB",0,0.284420501064645,0.865,0.481,0,"8","ALB"
"FOXA31",0,0.284222342947152,0.788,0.685,0,"8","FOXA3"
"MAFF",0,0.28294507482153,0.908,0.779,0,"8","MAFF"
"FAM3D",0,0.28219020341062,0.701,0.417,0,"8","FAM3D"
"CORO2A2",0,0.282036582775729,0.858,0.662,0,"8","CORO2A"
"PON23",0,0.281723498099058,0.825,0.708,0,"8","PON2"
"TSPAN13",0,0.280724409198523,0.913,0.778,0,"8","TSPAN1"
"TFPI3",0,0.279998388134708,0.922,0.823,0,"8","TFPI"
"FXYD33",0,0.273889531573199,0.954,0.87,0,"8","FXYD3"
"PDK41",0,0.273742461667933,0.818,0.652,0,"8","PDK4"
"TSC22D13",0,0.273045619543207,0.969,0.9,0,"8","TSC22D1"
"MSMO13",0,0.272611620230326,0.949,0.836,0,"8","MSMO1"
"LEMD12",0,0.271185221894671,0.913,0.799,0,"8","LEMD1"
"SDC13",0,0.268862030186439,0.877,0.838,0,"8","SDC1"
"NR2F21",0,0.268706347157425,0.741,0.627,0,"8","NR2F2"
"TRIB11",0,0.267727733961425,0.913,0.799,0,"8","TRIB1"
"SLC26A91",0,0.267020599812318,0.789,0.55,0,"8","SLC26A9"
"ALKAL2",0,0.258287278452761,0.914,0.755,0,"8","ALKAL2"
"INSR",0,0.257693270612625,0.778,0.661,0,"8","INSR"
"DEGS2",0,0.257507161048696,0.668,0.519,0,"8","DEGS2"
"GSTA1",0,0.256787876551117,0.665,0.41,0,"8","GSTA1"
